Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,Yes,Travel_Rarely,1459,Sales,17,5,Life Sciences,1,1172,4,Female,51,3,2,Manager,3,Single,17947,2433,8,Y,No,20,4,3,80,1,0,0,3,11,16,5,0
20,No,Travel_Frequently,912,Human Resources,12,3,Human Resources,1,1173,3,Female,90,2,1,Laboratory Technician,3,Married,15060,13873,5,Y,No,20,3,1,80,1,4,1,1,25,14,11,9
40,No,Travel_Rarely,767,Research & Development,28,3,Other,1,1174,2,Male,90,4,5,Human Resources,2,Divorced,11775,19854,3,Y,Yes,14,4,2,80,0,26,1,4,24,18,2,10
29,No,Travel_Rarely,191,Sales,20,4,Life Sciences,1,1175,4,Male,82,4,1,Manufacturing Director,4,Married,11425,23197,4,Y,No,15,4,4,80,2,25,4,2,3,3,3,2
37,No,Travel_Rarely,1459,Research & Development,18,3,Human Resources,1,1176,1,Male,55,3,1,Laboratory Technician,4,Married,16018,19182,6,Y,Yes,14,4,1,80,2,25,3,1,5,16,3,15
22,No,Travel_Rarely,300,Sales,3,1,Technical Degree,1,1177,4,Male,69,3,2,Sales Representative,1,Married,14883,5818,9,Y,No,19,4,2,80,0,10,4,4,12,6,14,9
54,No,Travel_Rarely,1286,Sales,11,3,Marketing,1,1178,1,Female,37,4,2,Research Director,2,Married,10194,10283,3,Y,No,13,3,3,80,2,33,3,1,24,15,3,1
55,No,Travel_Rarely,639,Research & Development,25,4,Human Resources,1,1179,4,Male,50,2,5,Sales Representative,2,Divorced,18514,22896,7,Y,No,13,4,4,80,2,1,0,2,30,16,11,3
47,No,Travel_Frequently,1246,Research & Development,18,3,Technical Degree,1,1180,3,Male,72,3,4,Sales Executive,3,Married,17448,23737,2,Y,No,20,3,3,80,0,20,0,3,21,14,0,15
26,No,Travel_Frequently,402,Research & Development,4,5,Medical,1,1181,4,Male,50,2,5,Sales Executive,2,Single,15669,12428,1,Y,No,17,3,2,80,0,25,2,4,34,8,12,5
51,No,Travel_Rarely,825,Research & Development,17,5,Technical Degree,1,1182,3,Female,32,4,4,Healthcare Representative,1,Married,9858,2646,0,Y,No,12,3,2,80,1,11,3,4,20,12,3,10
52,No,Travel_Rarely,1064,Sales,18,5,Medical,1,1183,3,Male,60,2,3,Research Director,2,Single,5745,5585,5,Y,Yes,19,3,1,80,0,8,3,2,14,6,3,16
39,No,Travel_Frequently,169,Research & Development,5,2,Human Resources,1,1184,4,Male,56,1,2,Laboratory Technician,3,Married,3618,2883,1,Y,Yes,18,3,4,80,1,22,1,1,2,18,5,14
41,No,Travel_Rarely,560,Research & Development,14,5,Medical,1,1185,1,Male,56,4,3,Research Director,1,Single,15684,3267,7,Y,No,22,3,4,80,1,4,6,1,36,10,8,3
34,No,Travel_Frequently,499,Research & Development,10,5,Technical Degree,1,1186,1,Female,86,1,3,Laboratory Technician,3,Divorced,4918,2646,9,Y,No,24,3,2,80,3,8,1,1,25,7,9,7
27,Yes,Travel_Frequently,721,Research & Development,15,2,Marketing,1,1187,4,Male,62,4,2,Manufacturing Director,2,Divorced,17796,21900,3,Y,No,16,3,1,80,2,9,6,4,16,16,5,13
47,No,Travel_Frequently,1411,Research & Development,1,5,Life Sciences,1,1188,3,Female,73,1,3,Sales Representative,4,Single,15876,6305,8,Y,Yes,24,3,2,80,0,9,4,4,37,3,5,1
40,No,Travel_Rarely,1265,Research & Development,16,4,Life Sciences,1,1189,1,Male,72,2,1,Laboratory Technician,2,Single,1803,10917,3,Y,No,23,3,2,80,2,13,2,1,34,3,6,15
49,Yes,Travel_Rarely,831,Research & Development,11,5,Marketing,1,1190,2,Male,60,4,4,Manufacturing Director,2,Married,18954,18747,3,Y,No,19,3,4,80,3,35,0,4,7,17,6,14
34,No,Travel_Rarely,657,Sales,23,5,Other,1,1191,3,Male,94,4,5,Research Director,3,Married,16378,2954,7,Y,No,21,3,3,80,0,9,3,3,10,16,0,5
34,No,Travel_Frequently,882,Human Resources,20,2,Life Sciences,1,1192,4,Male,46,1,2,Manufacturing Director,4,Single,11842,2384,7,Y,No,13,3,3,80,0,36,4,2,23,2,7,8
31,No,Travel_Rarely,995,Sales,6,4,Human Resources,1,1193,3,Male,44,2,1,Human Resources,2,Single,11865,11743,4,Y,No,14,3,4,80,3,37,2,2,7,8,0,11
26,No,Travel_Frequently,711,Sales,24,3,Other,1,1194,2,Male,63,4,5,Manufacturing Director,1,Married,7804,16438,2,Y,No,17,3,1,80,2,21,1,4,29,5,14,9
57,No,Travel_Rarely,849,Sales,22,1,Human Resources,1,1195,2,Female,33,3,5,Manufacturing Director,1,Married,6501,7964,1,Y,Yes,11,3,4,80,1,22,2,3,0,1,8,6
19,Yes,Travel_Rarely,383,Research & Development,16,4,Technical Degree,1,1196,1,Male,57,1,5,Healthcare Representative,3,Single,16803,2723,8,Y,Yes,23,3,1,80,3,15,4,3,33,11,13,4
42,No,Travel_Rarely,762,Research & Development,2,3,Technical Degree,1,1197,2,Male,31,4,3,Sales Executive,3,Married,11158,9101,8,Y,Yes,11,3,4,80,3,10,0,1,19,14,13,7
56,No,Travel_Rarely,1025,Research & Development,1,4,Other,1,1198,3,Female,46,2,3,Sales Representative,4,Divorced,6008,18280,4,Y,No,11,3,1,80,0,34,1,2,35,8,14,11
26,No,Travel_Rarely,1097,Human Resources,24,3,Other,1,1199,1,Male,87,2,3,Human Resources,3,Single,6206,8037,7,Y,Yes,22,4,2,80,1,19,5,2,33,1,3,0
39,No,Travel_Rarely,847,Research & Development,24,3,Other,1,1200,2,Female,38,2,3,Human Resources,4,Married,4571,18952,6,Y,No,18,3,2,80,3,36,1,2,33,11,8,9
21,No,Non-Travel,188,Research & Development,9,4,Other,1,1201,1,Female,60,2,1,Sales Executive,2,Single,19087,23110,2,Y,No,23,3,1,80,2,4,0,4,12,15,7,10
43,No,Travel_Rarely,1204,Sales,22,2,Medical,1,1202,1,Male,95,1,3,Manager,1,Single,1864,6174,4,Y,No,16,3,4,80,3,35,6,3,5,6,8,4
46,No,Travel_Rarely,1330,Research & Development,12,4,Other,1,1203,4,Female,91,4,2,Laboratory Technician,1,Single,10496,15066,8,Y,No,13,3,2,80,2,12,1,1,35,0,14,12
51,No,Travel_Rarely,892,Research & Development,17,4,Other,1,1204,1,Male,48,1,5,Manufacturing Director,1,Married,4630,3854,3,Y,Yes,20,4,4,80,0,16,4,4,24,6,13,9
40,No,Travel_Frequently,1462,Research & Development,25,3,Technical Degree,1,1205,1,Male,84,1,1,Research Director,3,Divorced,5215,13368,2,Y,Yes,17,3,3,80,3,25,6,1,26,2,5,16
54,No,Travel_Frequently,1379,Research & Development,28,1,Human Resources,1,1206,2,Male,57,2,3,Manufacturing Director,3,Married,2047,6802,6,Y,Yes,16,3,2,80,2,19,1,4,30,4,8,3
28,No,Travel_Rarely,405,Sales,15,3,Technical Degree,1,1207,3,Male,79,3,5,Research Director,2,Single,5605,25398,7,Y,No,15,3,4,80,0,38,3,2,2,2,3,8
23,No,Travel_Frequently,231,Research & Development,19,5,Life Sciences,1,1208,3,Male,94,2,1,Manufacturing Director,3,Single,15160,14260,4,Y,No,13,3,4,80,0,32,2,1,27,14,2,15
35,Yes,Travel_Frequently,697,Research & Development,27,4,Medical,1,1209,2,Male,32,3,5,Human Resources,4,Married,5379,5492,7,Y,Yes,24,3,3,80,0,29,6,3,3,5,2,6
38,Yes,Travel_Rarely,1401,Research & Development,22,4,Medical,1,1210,3,Male,81,1,1,Manager,1,Single,4456,17024,4,Y,No,14,3,4,80,3,15,4,3,16,14,7,11
59,Yes,Travel_Rarely,659,Sales,10,2,Human Resources,1,1211,1,Male,39,2,4,Sales Executive,2,Married,16912,12609,8,Y,No,23,3,1,80,0,6,0,4,37,2,1,3
53,No,Travel_Rarely,1000,Research & Development,26,3,Other,1,1212,4,Male,50,2,1,Research Scientist,4,Married,16335,16799,6,Y,No,23,4,2,80,0,29,4,2,33,0,11,11
58,No,Travel_Rarely,1308,Research & Development,27,2,Technical Degree,1,1213,1,Male,66,1,3,Sales Representative,4,Divorced,15065,5655,4,Y,Yes,21,3,1,80,2,1,3,4,19,1,5,11
55,No,Travel_Frequently,1393,Sales,12,4,Life Sciences,1,1214,1,Male,44,2,5,Sales Representative,3,Single,6238,22322,8,Y,No,21,3,3,80,0,11,6,1,12,3,8,3
51,No,Travel_Rarely,1447,Research & Development,14,3,Technical Degree,1,1215,4,Male,38,4,5,Laboratory Technician,3,Married,3250,12701,4,Y,No,11,3,1,80,3,39,1,3,4,13,14,11
34,No,Non-Travel,179,Research & Development,9,3,Other,1,1216,2,Male,73,3,5,Sales Executive,1,Single,8827,22282,7,Y,No,19,3,4,80,1,0,1,3,23,13,8,7
54,No,Travel_Rarely,885,Research & Development,27,5,Other,1,1217,1,Male,68,3,2,Research Director,2,Married,8007,15112,3,Y,No,15,3,3,80,0,2,5,3,37,9,7,2
42,No,Travel_Rarely,1464,Research & Development,13,5,Marketing,1,1218,1,Female,34,3,2,Sales Representative,4,Married,11164,11910,8,Y,No,12,3,3,80,3,7,4,3,16,10,7,15
55,No,Travel_Rarely,775,Research & Development,3,1,Technical Degree,1,1219,2,Female,54,2,3,Research Director,3,Divorced,7453,19986,5,Y,Yes,22,3,1,80,0,25,1,1,30,3,0,1
29,No,Travel_Rarely,339,Research & Development,21,5,Human Resources,1,1220,1,Male,85,4,4,Sales Executive,3,Married,4024,22588,5,Y,No,21,3,3,80,3,39,1,3,27,14,10,5
40,No,Travel_Frequently,1259,Sales,14,3,Technical Degree,1,1221,1,Female,93,2,2,Laboratory Technician,2,Married,15912,23331,2,Y,No,19,3,1,80,0,10,3,4,0,3,6,16
59,Yes,Travel_Frequently,1317,Sales,21,5,Medical,1,1222,3,Male,81,3,1,Research Scientist,2,Single,7824,8925,2,Y,No,22,3,1,80,2,20,0,3,1,15,13,11
39,No,Travel_Rarely,1481,Sales,10,1,Life Sciences,1,1223,2,Male,38,2,3,Sales Executive,3,Single,5873,10289,3,Y,No,17,3,1,80,1,4,5,1,32,1,14,8
38,No,Travel_Rarely,379,Research & Development,16,4,Human Resources,1,1224,1,Female,39,3,4,Healthcare Representative,3,Married,10685,5541,0,Y,No,24,3,3,80,1,39,5,2,39,12,0,15
44,No,Travel_Rarely,1143,Research & Development,7,5,Marketing,1,1225,1,Male,39,1,1,Laboratory Technician,1,Divorced,5243,15774,5,Y,No,24,3,3,80,3,25,5,2,28,7,8,6
48,No,Travel_Rarely,625,Research & Development,4,3,Life Sciences,1,1226,4,Female,91,3,5,Research Director,2,Married,15156,7678,0,Y,No,18,3,2,80,3,20,6,3,3,12,2,7
23,No,Travel_Rarely,281,Research & Development,27,4,Life Sciences,1,1227,4,Male,89,1,2,Manager,4,Married,19732,5885,3,Y,No,23,4,1,80,1,8,2,2,17,7,0,6
44,No,Travel_Rarely,224,Research & Development,20,3,Medical,1,1228,4,Male,48,1,1,Human Resources,3,Single,9535,23559,6,Y,No,13,3,1,80,2,16,4,1,23,3,7,4
57,Yes,Travel_Rarely,1371,Human Resources,23,4,Medical,1,1229,1,Male,67,1,4,Human Resources,3,Married,7851,11446,5,Y,No,24,3,1,80,2,36,0,3,31,4,6,6
51,No,Non-Travel,1498,Sales,25,3,Medical,1,1230,1,Male,35,3,3,Manager,3,Married,2867,19311,7,Y,No,17,3,1,80,0,1,2,1,8,5,1,15
29,No,Travel_Rarely,1176,Research & Development,11,5,Human Resources,1,1231,4,Male,44,4,1,Research Scientist,3,Single,2216,16792,3,Y,No,21,3,1,80,2,39,0,2,15,18,13,6
24,No,Travel_Rarely,1196,Research & Development,16,5,Technical Degree,1,1232,3,Male,76,3,3,Human Resources,1,Married,18317,12284,8,Y,Yes,11,4,1,80,1,27,4,2,20,9,6,1
27,Yes,Travel_Rarely,581,Research & Development,20,1,Life Sciences,1,1233,3,Female,74,2,5,Research Scientist,2,Married,6438,7429,9,Y,No,16,3,1,80,1,26,5,3,29,2,4,16
34,No,Travel_Rarely,1144,Research & Development,4,4,Technical Degree,1,1234,3,Male,34,2,4,Laboratory Technician,3,Married,8600,23965,7,Y,No,20,3,2,80,2,39,3,2,2,12,14,7
43,No,Travel_Rarely,185,Research & Development,22,1,Technical Degree,1,1235,3,Male,82,4,4,Manager,2,Married,13953,8354,4,Y,No,16,3,2,80,2,0,3,3,32,8,6,1
38,No,Non-Travel,1280,Sales,22,2,Medical,1,1236,2,Male,95,4,2,Research Scientist,4,Married,6901,17699,5,Y,No,21,3,4,80,1,10,3,3,30,16,9,8
45,No,Travel_Frequently,666,Research & Development,23,5,Technical Degree,1,1237,4,Female,91,4,4,Healthcare Representative,4,Married,12786,20653,4,Y,No,20,3,1,80,1,38,0,4,13,9,11,11
19,No,Travel_Rarely,720,Research & Development,17,4,Life Sciences,1,1238,1,Male,52,1,1,Research Scientist,4,Divorced,6954,11667,5,Y,No,22,3,1,80,1,17,4,4,5,11,6,7
18,No,Travel_Rarely,458,Research & Development,13,1,Life Sciences,1,1239,4,Male,73,4,1,Manufacturing Director,4,Married,8700,22651,0,Y,No,16,3,2,80,1,26,1,4,4,12,1,7
53,No,Travel_Rarely,917,Research & Development,11,1,Other,1,1240,3,Female,81,4,1,Laboratory Technician,2,Single,13557,4882,3,Y,No,13,4,2,80,1,9,1,1,28,9,1,9
43,No,Travel_Frequently,748,Research & Development,3,2,Marketing,1,1241,1,Male,75,4,5,Healthcare Representative,4,Single,14682,25938,8,Y,Yes,16,3,1,80,2,35,3,2,36,18,14,14
46,Yes,Travel_Rarely,544,Research & Development,9,1,Human Resources,1,1242,2,Male,48,3,4,Manager,4,Single,5036,13107,3,Y,No,24,3,1,80,2,20,6,2,35,18,6,10
38,No,Travel_Rarely,1194,Research & Development,6,3,Technical Degree,1,1243,4,Female,76,2,4,Sales Representative,3,Married,13465,14463,1,Y,No,13,3,2,80,0,27,0,4,20,16,2,13
28,Yes,Travel_Rarely,624,Research & Development,22,5,Human Resources,1,1244,1,Female,81,2,1,Research Director,3,Divorced,5304,8815,5,Y,Yes,20,3,2,80,0,0,1,3,11,4,3,14
57,No,Travel_Rarely,244,Research & Development,21,1,Human Resources,1,1245,1,Male,53,4,2,Human Resources,3,Single,13878,22669,1,Y,No,19,3,4,80,3,13,0,3,22,7,14,13
28,Yes,Travel_Rarely,293,Human Resources,11,1,Human Resources,1,1246,3,Male,46,2,2,Manufacturing Director,1,Single,5670,9406,2,Y,No,17,3,4,80,0,19,4,3,13,4,13,11
53,No,Non-Travel,479,Research & Development,16,2,Other,1,1247,3,Female,75,3,4,Manufacturing Director,3,Single,15739,26665,6,Y,No,24,4,1,80,2,8,6,3,9,14,6,3
56,No,Travel_Rarely,682,Research & Development,19,3,Human Resources,1,1248,4,Male,93,2,4,Sales Representative,4,Married,13043,17006,3,Y,No,23,3,2,80,0,26,6,1,26,3,13,2
57,No,Travel_Rarely,636,Sales,27,1,Other,1,1249,2,Female,57,1,3,Human Resources,2,Married,19791,6710,0,Y,No,14,3,4,80,0,3,3,2,1,12,1,11
52,No,Travel_Rarely,1418,Research & Development,5,5,Life Sciences,1,1250,1,Male,79,3,4,Research Scientist,4,Married,17420,3089,8,Y,No,13,3,1,80,2,36,2,4,13,16,12,6
51,No,Travel_Frequently,1134,Sales,14,5,Technical Degree,1,1251,3,Male,93,2,1,Manager,2,Married,13151,2450,5,Y,No,16,3,4,80,1,17,3,1,6,4,1,6
41,Yes,Non-Travel,1396,Research & Development,17,1,Other,1,1252,4,Male,57,2,5,Research Director,4,Married,2907,26855,8,Y,No,19,3,4,80,2,30,2,2,16,0,8,13
39,No,Travel_Rarely,194,Sales,3,3,Marketing,1,1253,3,Female,85,3,4,Healthcare Representative,1,Divorced,13928,3787,2,Y,No,13,3,4,80,2,38,6,1,19,14,10,0
22,No,Travel_Frequently,630,Sales,4,5,Human Resources,1,1254,4,Female,88,2,4,Healthcare Representative,3,Single,8309,4684,4,Y,No,18,3,3,80,3,9,1,3,7,9,0,6
50,No,Travel_Rarely,1279,Sales,16,5,Marketing,1,1255,3,Female,34,2,1,Research Director,4,Divorced,3436,11628,8,Y,Yes,16,3,1,80,3,8,6,1,19,10,11,9
53,No,Travel_Rarely,506,Sales,16,3,Life Sciences,1,1256,2,Female,83,4,3,Sales Executive,3,Single,2634,10015,5,Y,Yes,14,3,4,80,3,27,5,1,35,17,11,12
37,No,Travel_Rarely,941,Research & Development,21,3,Life Sciences,1,1257,1,Male,73,1,4,Manager,1,Single,11776,3785,1,Y,Yes,15,4,1,80,1,27,2,3,4,12,2,7
36,Yes,Travel_Rarely,1274,Research & Development,26,1,Medical,1,1258,3,Male,71,3,2,Human Resources,1,Married,19429,11368,0,Y,No,13,3,1,80,0,12,5,3,12,15,9,8
52,No,Travel_Rarely,990,Research & Development,25,4,Human Resources,1,1259,1,Female,86,4,2,Manager,3,Married,4364,20535,8,Y,No,24,3,2,80,3,17,0,4,38,18,3,14
34,No,Travel_Rarely,1392,Research & Development,4,2,Medical,1,1260,4,Female,76,2,2,Sales Representative,3,Divorced,15062,4998,0,Y,Yes,12,3,1,80,2,11,6,4,37,11,4,7
51,No,Travel_Rarely,523,Research & Development,19,4,Marketing,1,1261,2,Female,54,3,5,Manufacturing Director,2,Married,5911,13481,4,Y,Yes,19,3,4,80,3,7,5,2,16,13,14,0
26,Yes,Non-Travel,573,Sales,26,4,Technical Degree,1,1262,1,Female,73,3,5,Sales Executive,3,Divorced,16795,22929,0,Y,No,23,3,1,80,2,22,2,4,5,1,2,2
43,No,Travel_Rarely,994,Research & Development,17,5,Medical,1,1263,3,Male,44,1,4,Human Resources,3,Single,11275,13703,4,Y,No,13,3,2,80,1,4,1,4,18,9,8,8
19,No,Travel_Rarely,648,Sales,13,3,Life Sciences,1,1264,1,Male,80,1,4,Manager,2,Single,9289,9031,4,Y,Yes,16,3,3,80,3,6,1,2,24,3,4,14
26,No,Travel_Rarely,732,Research & Development,26,5,Human Resources,1,1265,1,Female,82,3,4,Laboratory Technician,4,Single,15963,20858,6,Y,Yes,15,3,3,80,2,14,6,1,2,0,6,13
26,No,Travel_Frequently,1139,Research & Development,22,2,Marketing,1,1266,4,Male,63,1,5,Manufacturing Director,2,Divorced,13005,10302,6,Y,Yes,20,3,2,80,0,2,3,1,27,16,14,0
57,No,Travel_Rarely,879,Sales,23,1,Other,1,1267,2,Male,37,1,4,Manager,4,Married,15055,17877,9,Y,No,21,3,4,80,1,17,1,1,25,10,13,2
34,Yes,Travel_Rarely,465,Research & Development,26,2,Life Sciences,1,1268,2,Female,99,2,1,Manager,4,Married,15214,10609,0,Y,Yes,18,3,4,80,2,37,0,3,7,6,10,1
18,No,Non-Travel,220,Research & Development,24,5,Other,1,1269,1,Male,50,1,3,Human Resources,4,Single,5970,4164,8,Y,No,15,3,4,80,0,25,2,2,14,16,12,0
42,No,Travel_Rarely,1363,Research & Development,28,5,Technical Degree,1,1270,1,Female,36,1,2,Manufacturing Director,2,Single,1041,19408,0,Y,No,21,3,1,80,0,37,4,1,0,16,6,0
57,No,Travel_Rarely,647,Research & Development,1,5,Human Resources,1,1271,4,Male,85,4,2,Healthcare Representative,2,Married,5707,14840,4,Y,No,18,4,3,80,2,32,1,4,39,8,10,8
59,No,Travel_Frequently,1294,Sales,12,5,Technical Degree,1,1272,1,Female,78,2,1,Healthcare Representative,1,Married,9896,15865,6,Y,Yes,21,3,4,80,3,20,5,4,22,9,8,6
42,No,Travel_Rarely,623,Research & Development,4,4,Technical Degree,1,1273,4,Female,71,2,4,Laboratory Technician,4,Married,9725,14938,7,Y,No,15,3,3,80,0,16,2,4,35,5,1,12
56,Yes,Travel_Rarely,735,Sales,11,1,Human Resources,1,1274,2,Male,52,3,5,Research Scientist,2,Married,14344,19922,1,Y,No,21,3,2,80,1,1,3,2,15,16,2,16
52,Yes,Travel_Rarely,1064,Research & Development,5,4,Human Resources,1,1275,2,Male,81,1,4,Research Director,1,Divorced,7186,14322,0,Y,No,20,3,3,80,0,24,4,2,3,15,3,12
20,No,Travel_Rarely,1059,Sales,2,5,Other,1,1276,4,Male,82,4,4,Human Resources,4,Single,9447,21880,3,Y,No,23,3,4,80,3,18,3,4,7,6,7,12
54,No,Travel_Rarely,984,Research & Development,17,3,Technical Degree,1,1277,1,Male,45,4,2,Human Resources,2,Married,4935,23030,3,Y,No,16,3,3,80,1,37,0,3,35,18,0,9
47,No,Travel_Rarely,881,Research & Development,8,4,Marketing,1,1278,2,Male,66,2,2,Healthcare Representative,2,Married,16387,19999,9,Y,No,15,3,2,80,1,24,3,3,9,3,8,5
55,No,Travel_Rarely,972,Research & Development,6,5,Other,1,1279,3,Male,47,1,5,Human Resources,2,Married,11297,5192,5,Y,Yes,12,4,3,80,1,38,2,1,29,16,4,4
51,No,Travel_Rarely,617,Human Resources,21,5,Human Resources,1,1280,4,Male,49,4,2,Manufacturing Director,3,Married,11163,26598,0,Y,No,20,3,1,80,2,3,4,1,35,8,3,9
29,Yes,Travel_Frequently,1039,Research & Development,9,1,Life Sciences,1,1281,2,Male,75,3,4,Research Scientist,1,Divorced,3968,25833,0,Y,No,20,3,2,80,0,2,6,1,15,10,12,13
36,No,Travel_Rarely,967,Research & Development,13,2,Other,1,1282,2,Male,31,1,1,Laboratory Technician,2,Married,19620,20665,2,Y,No,16,4,1,80,3,33,3,1,29,0,7,10
54,Yes,Travel_Rarely,207,Research & Development,11,4,Medical,1,1283,2,Female,92,1,5,Sales Executive,3,Single,2402,21046,4,Y,Yes,24,3,1,80,2,9,3,1,9,6,13,4
34,No,Travel_Frequently,1210,Sales,16,4,Marketing,1,1284,3,Male,32,1,1,Healthcare Representative,1,Single,19416,13079,5,Y,Yes,17,3,4,80,2,26,6,2,10,4,8,3
27,No,Travel_Rarely,315,Research & Development,16,4,Other,1,1285,3,Female,75,4,4,Sales Executive,1,Married,14034,10377,4,Y,No,13,3,4,80,1,25,5,2,33,4,2,2
29,No,Travel_Rarely,1246,Sales,27,5,Human Resources,1,1286,3,Female,78,2,5,Sales Executive,3,Married,7073,23425,4,Y,No,13,3,2,80,2,26,5,3,15,0,13,13
33,No,Non-Travel,1257,Sales,2,1,Human Resources,1,1287,1,Female,30,2,1,Sales Representative,1,Single,7648,15649,8,Y,No,22,3,4,80,0,0,0,3,18,5,3,12
41,No,Travel_Rarely,951,Human Resources,10,5,Marketing,1,1288,4,Female,51,3,5,Research Scientist,3,Single,3487,7034,1,Y,No,17,3,3,80,2,19,6,2,3,12,0,4
36,No,Travel_Rarely,298,Research & Development,12,5,Medical,1,1289,1,Male,43,4,4,Research Director,4,Married,8938,6856,0,Y,No,21,3,2,80,2,24,6,3,30,14,14,11
25,No,Travel_Frequently,120,Research & Development,8,3,Other,1,1290,3,Female,74,1,5,Manager,2,Married,10182,3847,5,Y,No,20,3,4,80,1,9,2,4,34,3,11,9
48,Yes,Travel_Rarely,743,Sales,11,1,Other,1,1291,4,Male,35,3,4,Manufacturing Director,3,Single,12424,7148,8,Y,Yes,14,3,4,80,1,0,3,3,33,16,13,1
38,No,Travel_Rarely,1137,Research & Development,10,4,Technical Degree,1,1292,1,Female,94,3,5,Human Resources,1,Married,9427,15370,6,Y,No,12,3,3,80,2,15,2,4,25,12,2,6
34,Yes,Travel_Rarely,1206,Sales,13,2,Life Sciences,1,1293,1,Female,50,2,5,Research Director,1,Single,18659,23370,7,Y,No,19,3,1,80,1,10,1,4,38,10,9,6
40,Yes,Travel_Rarely,431,Sales,25,4,Human Resources,1,1294,1,Male,33,1,2,Laboratory Technician,4,Divorced,3066,7875,4,Y,No,24,3,3,80,3,3,0,1,5,3,4,3
54,No,Travel_Rarely,967,Sales,17,5,Other,1,1295,3,Male,32,1,4,Laboratory Technician,4,Single,14712,18565,9,Y,Yes,23,3,1,80,3,34,5,3,32,6,14,11
33,No,Non-Travel,875,Research & Development,7,1,Other,1,1296,2,Male,59,4,3,Manufacturing Director,4,Married,15392,20119,3,Y,Yes,19,3,4,80,3,12,6,4,26,18,12,3
23,No,Travel_Rarely,493,Research & Development,24,1,Other,1,1297,4,Female,60,4,5,Human Resources,4,Married,14944,5056,5,Y,Yes,16,3,1,80,2,20,0,3,11,6,7,6
25,No,Travel_Frequently,738,Sales,3,1,Medical,1,1298,3,Male,63,4,1,Human Resources,4,Single,11452,7507,2,Y,No,24,3,1,80,0,14,0,3,7,13,13,12
42,No,Travel_Rarely,408,Research & Development,20,3,Life Sciences,1,1299,4,Male,49,3,2,Healthcare Representative,2,Married,3950,9514,0,Y,No,12,3,4,80,0,9,2,2,8,15,0,7
35,No,Travel_Frequently,1392,Sales,13,4,Other,1,1300,3,Male,83,1,2,Human Resources,3,Single,1165,10836,3,Y,Yes,13,3,2,80,1,37,6,2,0,8,0,13
42,No,Travel_Frequently,996,Research & Development,19,3,Marketing,1,1301,1,Male,54,2,5,Manager,4,Married,13264,12732,8,Y,Yes,15,3,3,80,0,10,5,1,4,1,2,2
29,No,Travel_Rarely,753,Human Resources,7,2,Human Resources,1,1302,1,Female,44,3,3,Research Director,4,Married,18153,9004,3,Y,Yes,21,4,4,80,0,31,5,3,6,15,8,1
32,No,Travel_Rarely,942,Research & Development,9,5,Technical Degree,1,1303,2,Female,67,3,2,Research Director,2,Single,9974,23651,0,Y,No,21,3,3,80,2,32,3,2,17,4,8,9
43,No,Travel_Rarely,1127,Research & Development,19,3,Marketing,1,1304,2,Male,52,2,4,Sales Representative,3,Single,18350,12576,3,Y,Yes,15,3,3,80,1,19,3,4,39,11,0,5
58,No,Travel_Rarely,621,Research & Development,13,3,Human Resources,1,1305,4,Male,81,2,5,Manufacturing Director,4,Married,15814,23707,6,Y,No,23,3,1,80,0,35,2,4,23,14,3,6
43,No,Travel_Frequently,737,Research & Development,22,5,Medical,1,1306,2,Male,95,4,5,Manufacturing Director,3,Single,17646,14123,2,Y,No,19,3,4,80,3,29,2,1,25,2,11,15
49,No,Travel_Frequently,1434,Research & Development,8,1,Life Sciences,1,1307,2,Male,86,2,3,Manager,3,Married,18962,10909,9,Y,No,20,4,2,80,1,9,1,4,9,8,7,5
27,No,Travel_Rarely,841,Research & Development,22,5,Life Sciences,1,1308,4,Female,86,2,4,Human Resources,2,Single,8514,5851,5,Y,No,13,4,3,80,1,14,4,3,39,6,1,15
33,No,Travel_Rarely,570,Research & Development,18,4,Human Resources,1,1309,3,Male,81,2,4,Sales Representative,2,Divorced,13414,6890,0,Y,No,12,3,3,80,1,28,4,4,11,3,3,11
24,No,Travel_Rarely,313,Sales,23,5,Marketing,1,1310,2,Male,64,2,3,Healthcare Representative,4,Married,13846,5386,3,Y,No,20,3,2,80,3,0,0,1,21,8,6,14
34,No,Travel_Rarely,1237,Research & Development,2,1,Technical Degree,1,1311,3,Female,43,4,1,Healthcare Representative,1,Married,10008,5926,2,Y,No,18,3,3,80,0,20,3,1,26,14,6,2
40,No,Travel_Rarely,1133,Research & Development,18,5,Medical,1,1312,1,Female,43,3,4,Research Director,2,Single,10982,4705,0,Y,No,17,3,4,80,3,14,5,4,2,6,4,15
43,No,Travel_Frequently,905,Sales,18,3,Human Resources,1,1313,2,Male,62,1,1,Manager,3,Single,12864,10447,2,Y,No,22,3,2,80,1,2,6,3,17,10,6,14
